area,extent,solidity,elongation,bbox_aspect_ratio,eccentricity,type
480.0,0.5491990846681922,0.9142857142857143,2.7667352408393957,1.6521739130434783,0.9323966011371294,control
452.0,0.6550724637681159,0.9617021276595744,1.9098361691412475,1.3043478260869565,0.8519610768125259,control
432.0,0.6428571428571429,0.9452954048140044,2.138028761080822,1.5238095238095237,0.8838763951360138,control
550.0,0.5365853658536586,0.8986928104575164,2.4467663754665656,1.64,0.9126675796830981,control
512.0,0.6666666666666666,0.9696969696969697,2.015447737533731,1.3333333333333333,0.868226725663059,control
447.0,0.645021645021645,0.9633620689655172,2.198022153914048,1.5714285714285714,0.8905147005619424,control
459.0,0.6830357142857143,0.9444444444444444,1.8025836018517438,1.5238095238095237,0.8320108951345109,control
555.0,0.6098901098901099,0.9618717504332756,2.1369532697447156,1.3461538461538463,0.8837517908000782,control
445.0,0.5949197860962567,0.9388185654008439,2.2916698218313005,1.5454545454545454,0.8997706936658555,control
587.0,0.6101871101871101,0.9560260586319218,2.271244778109132,1.4230769230769231,0.8978569947468907,control
430.0,0.6398809523809523,0.9576837416481069,2.194010901758886,1.5238095238095237,0.8900892623107507,control
611.0,0.5875,0.9591836734693877,2.487126491687081,1.5384615384615385,0.9156087456615771,control
466.0,0.5883838383838383,0.9529652351738241,2.1904079302170567,1.375,0.8897049577791069,control
655.0,0.5440199335548173,0.9479015918958031,2.6862849197236947,1.5357142857142858,0.9281279552671121,control
467.0,0.6432506887052342,0.9550102249488752,2.24695525240258,1.5,0.8955073661299755,control
712.0,0.5337331334332833,0.9531459170013387,3.0064248375620104,1.5862068965517242,0.943060591002268,control
451.0,0.663235294117647,0.9514767932489452,2.3678054800336463,1.7,0.9064412227691286,control
764.0,0.5029624753127058,0.9467162329615861,3.326385046151141,1.5806451612903225,0.9537419022202739,control
411.0,0.6555023923444976,0.9558139534883721,2.468515709976265,1.736842105263158,0.9142716135322133,control
813.0,0.4648370497427101,0.9302059496567505,3.6824729911198224,1.606060606060606,0.9624224592895816,control
848.0,0.42506265664160403,0.9318681318681319,3.9979376395648365,1.6285714285714286,0.9682125290236624,control
870.0,0.3985341273476867,0.9109947643979057,4.316167388609759,1.5945945945945945,0.9727903784879226,control
862.0,0.3718723037100949,0.8859198355601233,4.6127203595510915,1.605263157894737,0.9762178602747456,control
799.0,0.34829991281604183,0.8245614035087719,4.614100361022832,1.6756756756756757,0.9762322569881068,control
709.0,0.4571244358478401,0.9607046070460704,3.3897591266149867,1.4242424242424243,0.9554953347874047,control
772.0,0.4288888888888889,0.9334945586457074,3.537500511172605,1.3888888888888888,0.9592126584819478,control
684.0,0.4634146341463415,0.8085106382978723,2.2238172372013674,1.1388888888888888,0.8931911210992531,control
842.0,0.41807348560079444,0.9053763440860215,3.6601847163501677,1.394736842105263,0.961954342221198,control
717.0,0.4979166666666667,0.8279445727482679,2.2213517514852517,1.1111111111111112,0.8929396751437343,control
913.0,0.41070625281151596,0.8445883441258094,3.723868648564742,1.4615384615384615,0.9632691093600082,control
680.0,0.48364153627311524,0.794392523364486,2.280792381460229,1.027027027027027,0.8987584530566458,control
989.0,0.39246031746031745,0.7578544061302682,3.517764669692104,1.575,0.9587438411607139,control
674.0,0.4670824670824671,0.7556053811659192,2.217975863645127,1.054054054054054,0.8925939038913856,control
1073.0,0.3757002801120448,0.6761184625078765,3.055734187755481,1.619047619047619,0.9449365503551206,control
679.0,0.47152777777777777,0.7561247216035635,2.1447038405271437,1.1111111111111112,0.8846451808257425,control
1098.0,0.3546511627906977,0.6056260341974627,2.7396706849856782,1.6744186046511629,0.931004628104598,control
609.0,0.46136363636363636,0.7293413173652694,2.247267833564604,1.2121212121212122,0.8955381279687652,control
840.0,0.509090909090909,0.8442211055276382,2.302857866536364,1.5151515151515151,0.9007957495779498,control
838.0,0.4849537037037037,0.8765690376569037,2.6638774383129826,1.3333333333333333,0.9268658810108978,control
1081.0,0.3558262014483213,0.6370064820271066,2.4397118835660083,1.2653061224489797,0.9121374487443926,control
1190.0,0.37362637362637363,0.665176076020123,2.419834189002223,1.3265306122448979,0.9106169528167597,control
1240.0,0.3799019607843137,0.6595744680851063,2.3172390775353766,1.4166666666666667,0.902089952561889,control
1285.0,0.37181712962962965,0.6467035732259688,2.233105726248106,1.5,0.8941303269277106,control
402.0,0.7444444444444445,0.9548693586698337,1.6671712580036568,1.35,0.8001361662268602,control
1313.0,0.3572789115646258,0.6315536315536315,2.1240717386808163,1.530612244897959,0.8822432269980096,control
467.0,0.6949404761904762,0.9511201629327902,2.001250261657741,1.5238095238095237,0.8662056756724258,control
1282.0,0.348843537414966,0.6142788691902252,2.0149488934722446,1.530612244897959,0.8681565161670757,control
520.0,0.6753246753246753,0.9611829944547134,2.218618073594885,1.5909090909090908,0.8926598133949402,control
984.0,0.4452488687782805,0.7048710601719198,2.4031033497640344,1.911764705882353,0.9093057789048254,control
528.0,0.6666666666666666,0.9652650822669104,2.297681161074287,1.6363636363636365,0.9003234626540974,control
734.0,0.43049853372434016,0.7734457323498419,2.8720340020940602,1.7741935483870968,0.9374257313866624,control
